,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,credit,Decile,TotalHP
11000,1,0,1,0,180000,0,4,2,1,1,0,0,0,8,1,2,8,1
11001,1,1,1,2,225000,4,1,1,1,1,0,0,0,4,4,0,8,1
11002,1,0,1,2,225000,2,1,1,1,1,0,0,0,18,4,0,8,1
11003,0,1,1,0,157500,4,1,1,1,1,1,1,0,8,2,1,7,3
11004,0,1,0,0,31500,0,4,1,1,1,1,1,0,1,2,1,1,3
11005,0,0,1,0,360000,0,1,2,1,1,0,1,0,12,1,0,8,2
11006,1,0,0,0,247500,4,4,3,1,1,1,0,0,8,1,1,8,2
11007,0,0,1,0,225000,4,4,1,1,1,0,0,0,18,2,2,8,1
11008,1,1,1,0,202500,0,4,1,1,1,0,0,0,4,2,2,8,1
11009,0,0,1,1,135000,4,0,0,1,1,0,1,0,18,3,2,7,2
11010,0,0,1,0,67500,1,4,1,1,1,0,0,0,18,2,2,4,1
11011,0,1,1,2,270000,0,1,1,1,1,0,1,0,10,4,0,8,2
11012,1,1,1,0,135000,4,4,1,1,1,0,1,0,8,2,2,7,2
11013,1,1,1,0,225000,4,4,1,1,1,0,1,0,8,2,2,8,2
11014,0,0,1,0,180000,1,1,1,1,1,0,1,0,18,2,1,8,2
11015,0,1,0,2,135000,2,1,1,1,1,1,0,0,3,4,2,7,2
11016,1,1,0,2,112500,4,1,1,1,1,1,1,0,6,4,2,6,3
11017,1,0,0,0,112500,0,4,1,1,1,1,0,0,4,2,2,6,2
11018,1,0,0,0,135000,4,4,3,1,1,0,0,0,2,1,2,7,1
11019,0,1,0,0,315000,0,1,1,1,1,0,1,0,0,2,0,8,2
11020,1,1,0,2,225000,2,1,1,5,1,0,0,0,6,4,1,8,1
11021,1,1,0,2,180000,0,1,1,1,1,1,1,0,14,4,2,8,3
11022,1,1,1,1,360000,0,1,1,1,1,0,1,1,8,3,2,8,2
11023,1,1,0,1,193500,4,1,1,1,1,1,1,0,18,3,2,8,3
11024,0,1,1,3,126000,4,1,1,1,1,0,0,0,10,5,1,7,1
11025,1,1,1,1,202500,4,4,1,1,1,1,1,0,4,3,2,8,3
11026,1,1,1,0,270000,4,4,1,1,1,0,1,0,13,2,1,8,2
11027,0,0,0,1,162000,0,1,1,1,1,0,0,0,3,3,2,7,1
11028,0,0,1,0,94500,1,4,4,1,1,0,0,0,18,1,0,6,1
11029,1,1,0,2,225000,0,4,1,1,1,0,0,0,18,4,2,8,1
11030,0,0,0,0,81000,1,4,1,1,1,0,0,0,18,2,2,5,1
11031,0,0,1,0,630000,4,1,2,1,1,1,1,0,0,1,2,8,3
11032,1,1,0,1,225000,4,4,1,1,1,0,0,0,4,3,2,8,1
11033,0,0,0,0,103500,4,1,1,1,1,1,1,0,18,2,2,6,3
11034,0,0,1,0,450000,4,4,1,1,1,1,0,0,18,2,2,8,2
11035,0,0,1,0,126000,0,4,4,1,1,1,1,0,2,1,2,7,3
11036,0,0,1,2,202500,4,4,1,1,1,1,1,0,11,4,1,8,3
11037,0,0,1,0,180000,1,4,3,1,1,0,0,0,18,1,1,8,1
11038,1,1,1,2,243000,1,1,1,3,1,0,0,0,18,4,2,8,1
11039,0,1,1,1,202500,2,4,0,1,1,0,0,0,2,3,2,8,1
11040,0,1,1,0,90000,4,4,1,1,1,1,0,0,8,2,1,6,2
11041,1,0,0,0,225000,4,4,3,0,1,0,0,0,8,1,2,8,1
11042,0,0,1,0,202500,4,4,3,1,1,1,1,0,18,1,2,8,3
11043,0,1,1,0,450000,0,1,1,1,1,0,1,0,10,2,2,8,2
11044,0,0,0,0,234000,2,1,0,1,1,0,0,1,3,2,2,8,1
11045,0,0,0,0,54000,4,4,0,1,1,1,0,0,8,2,1,3,2
11046,0,1,1,0,90000,0,4,1,1,1,0,0,0,11,2,2,6,1
11047,0,0,1,1,225000,0,1,3,1,1,0,0,0,14,2,1,8,1
11048,0,1,1,0,153000,4,4,1,1,1,0,0,1,6,2,0,7,1
11049,0,0,0,0,157500,0,1,2,5,1,0,0,0,18,1,1,7,1
11050,1,1,0,0,135000,4,4,3,1,1,1,0,0,8,1,1,7,2
11051,0,0,1,1,112500,4,4,0,1,1,0,0,0,3,3,2,6,1
11052,1,0,1,0,135000,0,4,1,1,1,1,0,0,16,2,2,7,2
11053,0,1,0,0,180000,4,4,1,5,1,0,1,0,18,2,2,8,2
11054,0,0,1,0,157500,4,1,2,1,1,0,0,0,18,1,0,7,1
11055,0,0,1,0,135000,1,4,1,1,1,0,0,0,18,2,1,7,1
11056,1,1,1,0,450000,0,1,2,1,1,1,1,0,18,1,2,8,3
11057,0,1,1,0,121500,4,4,1,1,1,0,0,0,11,2,2,7,1
11058,0,1,0,1,76500,1,4,1,2,1,0,1,0,18,3,2,5,2
11059,1,1,1,0,112500,4,4,3,1,1,0,1,1,8,1,1,6,2
11060,0,0,1,0,202500,1,1,1,1,1,0,1,0,18,2,1,8,2
11061,0,1,1,2,67500,2,1,1,1,1,1,1,0,3,4,2,4,3
11062,0,0,0,0,67500,4,4,1,1,1,1,0,0,14,2,2,4,2
11063,0,1,1,2,112500,4,4,1,1,1,0,0,0,1,4,1,6,1
11064,0,1,0,0,270000,0,4,1,1,1,0,0,0,10,2,2,8,1
11065,0,0,1,0,180000,1,4,4,1,1,0,1,0,18,1,0,8,2
11066,0,1,0,0,117000,1,4,0,1,1,0,1,0,18,2,2,6,2
11067,0,0,1,0,117000,1,4,2,1,1,0,1,0,18,1,2,6,2
11068,0,0,1,0,180000,4,4,3,1,1,0,0,0,18,1,1,8,1
11069,0,1,1,1,112500,0,4,2,1,1,0,0,0,18,2,2,6,1
11070,0,0,0,1,103500,4,4,1,1,1,0,0,0,14,3,1,6,1
11071,0,0,1,0,60750,1,1,1,1,1,0,1,0,18,2,2,4,2
11072,0,1,1,0,135000,1,4,1,1,1,0,1,0,18,2,2,7,2
11073,0,0,1,0,225000,1,4,4,1,1,0,1,0,18,1,0,8,2
11074,1,1,0,0,157500,1,4,1,1,1,0,0,0,18,2,2,7,1
11075,0,0,1,0,157500,2,4,0,1,1,0,0,0,18,2,1,7,1
11076,1,1,1,0,315000,0,4,1,1,1,0,0,0,4,2,2,8,1
11077,0,0,0,0,112500,1,4,3,1,1,0,0,0,18,1,1,6,1
11078,0,0,1,1,135000,0,4,0,1,1,0,0,1,18,3,0,7,1
11079,1,1,0,0,225000,0,4,3,1,1,0,0,0,10,1,1,8,1
11080,0,1,1,0,180000,4,4,0,1,1,0,0,0,18,2,2,8,1
11081,0,0,0,1,135000,0,4,1,5,1,0,0,0,14,3,2,7,1
11082,1,1,0,0,225000,4,4,1,1,1,0,0,0,8,2,2,8,1
11083,0,0,0,0,90000,4,4,3,2,1,1,0,0,8,1,2,6,2
11084,0,0,1,0,211500,1,4,1,1,1,0,0,0,18,2,2,8,1
11085,1,1,1,0,211500,0,4,1,1,1,1,0,0,18,2,0,8,2
11086,0,1,1,0,247500,0,4,1,1,1,0,0,0,4,2,2,8,1
11087,1,0,1,0,225000,4,1,3,1,1,0,0,0,16,1,2,8,1
11088,0,0,0,0,90000,4,4,1,1,1,0,1,0,14,2,1,6,2
11089,0,0,0,1,202500,4,1,1,1,1,1,0,0,18,3,2,8,2
11090,1,1,0,1,405000,2,4,1,1,1,0,0,0,11,3,2,8,1
11091,0,1,0,0,315000,0,2,1,5,1,1,0,0,3,2,2,8,2
11092,0,1,0,1,337500,4,1,1,1,1,0,0,0,18,3,2,8,1
11093,0,0,0,0,135000,0,4,1,1,1,0,0,0,14,2,2,7,1
11094,0,0,1,0,32400,2,4,1,1,1,0,0,0,10,2,2,1,1
11095,0,0,0,0,207000,4,4,1,1,1,0,0,0,18,2,1,8,1
11096,0,1,0,0,180000,0,4,2,1,1,0,0,0,3,1,0,8,1
11097,0,0,0,0,90000,4,4,1,1,1,0,0,0,2,2,2,6,1
11098,1,1,0,0,225000,4,4,1,1,1,0,0,0,8,2,2,8,1
11099,0,1,0,1,157500,4,1,1,1,1,0,0,0,14,3,0,7,1
11100,0,0,1,0,90000,1,4,0,1,1,0,0,0,18,2,1,6,1
11101,1,0,1,0,135000,4,4,1,1,1,0,0,0,8,2,2,7,1
11102,0,0,1,0,495000,1,4,4,1,1,0,1,0,18,1,2,8,2
11103,0,0,0,0,247500,2,1,1,1,1,0,0,0,3,2,2,8,1
11104,1,0,1,0,405000,0,1,1,1,1,0,1,0,4,2,0,8,2
11105,0,0,1,0,112500,1,4,1,1,1,0,1,0,18,2,2,6,2
11106,0,0,0,0,135000,4,4,1,1,1,0,0,0,3,2,0,7,1
11107,0,0,0,1,157500,4,4,1,1,1,1,1,0,14,3,2,7,3
11108,1,0,1,0,135000,4,4,1,1,1,0,0,0,8,2,2,7,1
11109,0,0,0,1,112500,4,4,0,1,1,1,1,0,3,3,2,6,3
11110,0,0,1,0,135000,0,4,1,1,1,0,0,0,8,2,1,7,1
11111,0,0,1,2,72000,4,4,1,1,1,0,0,0,14,4,1,4,1
11112,0,1,0,0,112500,1,4,1,1,1,0,0,0,18,2,2,6,1
11113,1,0,1,0,211500,4,4,1,1,1,0,1,0,14,2,2,8,2
11114,0,0,1,0,180000,4,4,0,1,1,0,0,0,2,2,1,8,1
11115,0,0,1,0,225000,0,1,4,1,1,1,1,0,8,1,1,8,3
11116,0,0,0,2,135000,2,2,1,5,1,1,1,0,3,4,2,7,3
11117,0,0,1,0,315000,1,4,4,1,1,0,1,0,18,1,1,8,2
11118,0,1,1,0,225000,0,1,3,5,1,0,0,0,3,1,2,8,1
11119,0,0,0,0,135000,4,4,1,1,1,0,0,0,12,2,1,7,1
11120,1,0,1,1,180000,4,4,3,1,1,0,0,0,8,2,2,8,1
11121,1,0,1,1,135000,4,1,1,1,1,0,0,0,18,3,2,7,1
11122,0,0,1,0,135000,1,4,1,1,1,0,0,0,18,2,2,7,1
11123,0,0,1,1,166500,4,4,1,1,1,0,1,0,18,3,2,7,2
11124,1,1,1,2,216000,2,1,1,1,1,0,0,0,6,4,2,8,1
11125,0,0,0,1,90000,1,4,1,1,1,0,0,0,18,3,2,6,1
11126,0,0,1,0,112500,1,4,1,1,1,0,0,0,18,2,2,6,1
11127,0,0,1,1,225000,0,1,3,1,1,0,0,0,18,2,1,8,1
11128,1,1,0,0,166500,4,1,1,5,1,1,0,0,3,2,1,7,2
11129,0,0,1,0,180000,1,4,1,1,1,0,0,0,18,2,2,8,1
11130,1,0,0,3,135000,4,4,1,5,1,0,0,0,8,5,2,7,1
11131,0,1,1,2,225000,2,1,1,1,1,0,0,0,11,4,0,8,1
11132,1,1,1,0,315000,4,2,1,1,1,0,1,0,10,2,0,8,2
11133,0,0,0,1,112500,0,1,2,1,1,1,0,0,12,2,2,6,2
11134,0,0,1,1,180000,4,2,1,1,1,0,0,0,18,3,1,8,1
11135,0,0,1,3,202500,4,2,1,0,1,0,1,1,11,5,1,8,2
11136,0,0,1,0,135000,4,4,2,1,1,0,0,0,14,1,2,7,1
11137,0,0,0,0,135000,4,2,3,4,1,0,0,0,0,1,2,7,1
11138,0,0,0,0,85500,1,4,2,1,1,0,1,0,18,1,2,5,2
11139,0,0,1,0,112500,1,3,1,1,1,0,0,0,18,2,2,6,1
11140,0,0,1,0,225000,4,4,1,1,1,0,0,0,18,2,0,8,1
11141,1,0,1,0,225000,1,4,3,1,1,0,0,0,18,1,2,8,1
11142,0,0,1,0,135000,1,4,1,1,1,0,0,0,18,2,1,7,1
11143,0,0,1,0,90000,1,4,1,1,1,0,0,1,18,2,1,6,1
11144,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,2,6,1
11145,0,0,0,0,171000,2,4,3,1,1,0,0,0,8,1,2,7,1
11146,0,0,0,0,450000,4,4,1,1,1,0,0,0,8,2,2,8,1
11147,0,0,1,0,103500,4,4,1,1,1,1,1,0,10,2,1,6,3
11148,0,0,0,0,270000,0,4,1,2,1,0,0,0,10,2,2,8,1
11149,1,0,0,0,234000,4,2,1,1,1,1,1,0,4,2,0,8,3
11150,1,0,1,0,99000,1,4,1,1,1,0,0,0,18,2,2,6,1
11151,1,0,1,0,315000,4,4,1,1,1,0,0,0,8,2,0,8,1
11152,0,0,1,0,112500,4,1,1,1,1,1,0,0,3,2,2,6,2
11153,0,1,0,1,202500,4,1,1,4,1,0,0,0,8,3,2,8,1
11154,1,1,0,0,360000,4,1,1,1,1,1,0,0,6,2,2,8,2
11155,0,1,1,0,180000,0,4,1,1,1,1,0,0,10,2,2,8,2
11156,0,0,0,0,117000,4,4,0,1,1,0,0,0,10,2,2,6,1
11157,1,0,0,3,126000,4,4,0,5,1,0,0,1,18,5,2,7,1
11158,0,0,1,0,99000,4,4,2,1,1,0,0,0,11,1,2,6,1
11159,0,0,1,0,247500,0,4,3,1,1,0,1,0,12,1,2,8,2
11160,0,0,0,0,135000,1,1,3,1,1,0,1,0,18,1,2,7,2
11161,0,1,1,1,270000,0,4,1,1,1,0,1,0,14,3,1,8,2
11162,0,0,1,0,112500,4,2,3,4,1,0,0,0,8,1,2,6,1
11163,0,0,0,1,67500,4,1,1,5,1,1,0,0,14,3,2,4,2
11164,1,0,0,1,135000,4,4,1,2,1,0,0,0,8,3,2,7,1
11165,1,1,1,2,225000,4,4,1,1,1,1,0,0,8,4,2,8,2
11166,0,0,1,0,157500,0,4,4,1,1,0,0,0,3,1,1,7,1
11167,1,0,0,1,270000,4,4,1,1,1,1,0,0,10,3,0,8,2
11168,0,0,1,1,180000,4,4,3,2,1,0,0,0,8,2,2,8,1
11169,1,1,1,1,225000,4,4,1,1,1,0,0,0,4,3,2,8,1
11170,1,0,1,1,202500,2,4,1,1,1,0,0,0,12,3,2,8,1
11171,0,1,1,0,135000,0,1,0,1,1,0,0,1,11,2,0,7,1
11172,1,1,1,1,225000,2,4,1,1,1,1,0,0,8,3,2,8,2
11173,0,0,1,0,126000,1,4,4,1,1,0,0,0,18,1,2,7,1
11174,1,1,1,0,157500,4,4,1,1,1,0,1,0,8,2,1,7,2
11175,0,0,0,0,157500,1,4,3,2,1,0,0,0,18,1,1,7,1
11176,0,0,1,2,135000,4,4,2,1,1,0,0,0,3,3,2,7,1
11177,0,0,1,0,202500,4,4,1,1,1,0,0,0,1,2,2,8,1
11178,1,1,1,0,270000,4,4,3,1,1,0,0,0,8,1,0,8,1
11179,0,0,0,0,144000,1,3,4,2,1,0,0,0,18,1,2,7,1
11180,0,0,1,1,135000,4,4,1,4,1,0,0,0,11,3,2,7,1
11181,0,0,1,1,337500,4,4,0,1,1,1,1,0,8,3,1,8,3
11182,0,0,1,0,112500,1,4,1,1,1,0,0,0,18,2,2,6,1
11183,1,0,1,0,180000,4,4,1,1,1,0,0,1,14,2,2,8,1
11184,1,1,0,1,202500,4,4,1,5,1,0,1,0,14,3,2,8,2
11185,1,1,0,0,180000,4,4,1,2,1,1,0,0,4,2,2,8,2
11186,1,0,0,0,180000,4,1,1,1,1,0,0,0,3,2,1,8,1
11187,0,0,1,0,112500,2,4,1,1,1,0,0,1,11,2,2,6,1
11188,0,0,1,0,67500,1,4,4,1,1,0,0,0,18,1,2,4,1
11189,0,1,0,0,247500,4,1,1,1,1,1,0,0,8,2,1,8,2
11190,0,1,1,0,108000,1,4,1,1,1,0,0,0,18,2,2,6,1
11191,0,0,1,1,135000,0,2,1,1,1,1,1,1,3,3,1,7,3
11192,1,1,0,2,225000,4,4,1,1,1,1,0,0,10,4,2,8,2
11193,1,0,1,0,114750,1,4,2,1,1,0,0,0,18,1,1,6,1
11194,0,0,0,1,292500,4,2,1,1,1,1,1,0,14,3,2,8,3
11195,0,0,1,0,297000,0,4,3,4,1,0,0,0,8,1,1,8,1
11196,0,0,0,0,67500,1,4,2,1,1,0,0,0,18,1,2,4,1
11197,1,1,1,1,315000,4,4,1,1,1,0,0,0,4,3,2,8,1
11198,0,0,1,0,67500,1,4,1,1,1,0,0,0,18,2,2,4,1
11199,0,0,1,0,157500,4,4,3,1,1,0,0,0,15,1,1,7,1
11200,0,0,1,0,157500,4,4,2,1,1,0,0,0,3,1,2,7,1
11201,1,1,0,0,157500,2,4,2,1,1,1,0,0,8,1,2,7,2
11202,0,1,0,0,202500,2,4,1,1,1,0,1,0,11,2,2,8,2
11203,1,0,0,0,315000,1,1,0,1,1,0,1,0,18,2,2,8,2
11204,0,0,1,0,90000,1,4,3,1,1,0,1,0,18,1,2,6,2
11205,1,1,1,0,126000,4,4,1,1,1,1,0,0,16,2,1,7,2
11206,1,1,0,0,90000,0,4,0,1,1,1,1,0,16,2,2,6,3
11207,0,0,1,1,216000,4,1,3,1,1,0,1,0,3,2,2,8,2
11208,0,0,1,0,180000,2,1,1,1,1,1,0,0,3,2,2,8,2
11209,0,1,1,0,180000,0,1,3,1,1,0,0,0,3,1,2,8,1
11210,0,0,0,0,202500,4,1,1,1,1,0,1,0,3,2,2,8,2
11211,0,0,1,1,157500,0,4,4,1,1,0,0,0,10,2,2,7,1
11212,0,0,1,0,202500,2,4,1,1,1,0,0,0,8,2,0,8,1
11213,0,0,1,1,225000,4,4,1,1,1,0,0,0,10,3,1,8,1
11214,1,1,1,0,135000,4,4,3,1,1,1,0,0,18,1,1,7,2
11215,0,0,1,0,180000,4,4,3,1,1,0,0,0,14,1,0,8,1
11216,0,0,1,0,360000,1,1,1,1,1,0,0,0,18,2,2,8,1
11217,0,1,1,0,270000,4,1,1,1,1,0,0,1,3,2,2,8,1
11218,0,0,1,1,225000,4,1,1,1,1,0,0,0,4,3,2,8,1
11219,1,1,0,2,157500,4,4,1,1,1,0,1,0,4,4,2,7,2
11220,0,0,0,0,198000,0,4,0,1,1,0,0,0,8,2,2,8,1
11221,0,0,1,0,180000,4,4,3,1,1,0,0,0,14,1,2,8,1
11222,0,1,1,0,292500,0,4,1,1,1,0,0,1,8,2,2,8,1
11223,0,1,1,1,112500,4,1,3,1,1,0,0,0,2,2,2,6,1
11224,0,0,1,0,27000,4,4,1,1,1,1,0,0,16,2,1,0,2
11225,0,0,0,0,202500,4,1,1,1,1,0,0,1,3,2,1,8,1
11226,0,0,0,0,450000,4,4,1,1,1,0,0,0,8,2,2,8,1
11227,1,1,1,2,225000,4,4,1,4,1,0,0,0,18,4,1,8,1
11228,0,0,1,2,180000,0,4,1,1,1,0,0,0,8,4,1,8,1
11229,0,1,0,0,180000,0,1,3,1,1,1,0,1,3,1,0,8,2
11230,1,1,1,0,360000,4,1,1,1,1,0,0,0,8,2,2,8,1
11231,0,0,0,0,157500,4,4,1,1,1,1,1,0,2,2,0,7,3
11232,0,0,1,0,135000,0,4,1,1,1,0,0,0,16,2,2,7,1
11233,1,1,0,2,180000,0,1,1,1,1,1,1,0,14,4,2,8,3
11234,0,0,0,0,135000,4,4,1,1,1,0,0,0,18,2,2,7,1
11235,1,0,0,1,112500,4,4,0,1,1,0,0,0,8,3,1,6,1
11236,1,1,1,2,180000,4,4,1,1,1,0,0,0,4,4,2,8,1
11237,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,2,8,3
11238,0,0,0,0,135000,4,4,1,1,1,0,0,0,18,2,1,7,1
11239,0,0,0,0,157500,0,4,1,1,1,0,0,0,3,2,2,7,1
11240,0,0,1,0,112500,0,4,3,1,1,1,0,0,14,1,0,6,2
11241,0,0,0,0,122400,4,4,1,1,1,1,0,1,11,2,2,7,2
11242,0,0,0,0,202500,4,1,1,1,1,0,1,0,3,2,2,8,2
11243,0,0,1,2,225000,4,1,1,0,1,0,0,0,8,4,1,8,1
11244,1,1,1,1,270000,0,4,1,1,1,0,0,0,4,3,0,8,1
11245,0,0,1,2,126000,4,4,1,1,1,1,1,0,14,4,2,7,3
11246,0,1,1,0,112500,4,4,3,5,1,0,0,0,11,1,1,6,1
11247,0,0,1,0,135000,1,2,2,1,1,0,0,0,18,1,1,7,1
11248,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,0,4,3
11249,0,0,1,0,202500,4,4,1,1,1,0,0,0,14,2,2,8,1
11250,0,1,0,0,180000,4,4,1,5,1,0,1,0,18,2,2,8,2
11251,0,0,0,0,135000,0,4,1,1,1,0,0,0,14,2,2,7,1
11252,0,0,1,0,112500,4,1,1,1,1,0,1,0,8,2,2,6,2
11253,0,0,0,0,157500,4,1,0,5,1,0,0,0,0,2,1,7,1
11254,0,0,1,0,90000,0,1,1,1,1,0,0,1,14,2,1,6,1
11255,1,0,0,2,216000,4,1,1,1,1,1,1,0,3,4,2,8,3
11256,0,1,1,2,315000,2,4,1,1,1,0,0,0,10,4,2,8,1
11257,0,1,1,1,157500,1,4,1,1,1,0,1,0,18,3,2,7,2
11258,0,1,0,0,315000,4,1,1,1,1,0,1,1,0,2,2,8,2
11259,0,1,0,4,202500,2,4,1,1,1,1,0,0,3,6,0,8,2
11260,0,0,0,1,202500,0,4,1,1,1,0,0,0,8,3,2,8,1
11261,0,0,1,0,90000,1,4,3,1,1,0,1,0,18,1,1,6,2
11262,0,0,1,0,180000,4,4,1,1,1,0,0,0,8,2,2,8,1
11263,0,0,1,0,135000,1,4,0,1,1,0,0,0,18,2,2,7,1
11264,0,0,1,2,135000,4,4,1,1,1,1,0,0,18,4,1,7,2
11265,0,0,1,0,103500,4,4,1,1,1,0,0,0,8,2,0,6,1
11266,0,0,1,1,135000,4,1,1,1,1,0,0,0,6,3,1,7,1
11267,0,1,1,1,360000,4,1,1,1,1,0,0,0,18,3,1,8,1
11268,0,0,1,1,175500,4,4,1,1,1,1,0,0,1,3,2,7,2
11269,1,0,1,0,135000,1,4,1,1,1,0,0,0,18,2,1,7,1
11270,1,0,1,0,90000,4,4,0,1,1,1,1,0,9,2,2,6,3
11271,0,0,1,0,180000,0,4,1,1,1,0,1,0,14,2,2,8,2
11272,0,0,0,0,135000,0,4,1,1,1,0,0,0,18,2,2,7,1
11273,0,1,1,1,252000,4,4,0,1,1,1,1,0,14,3,2,8,3
11274,0,1,1,0,157500,4,4,1,1,1,0,0,0,3,2,2,7,1
11275,1,0,1,0,225000,0,1,3,1,1,0,0,0,8,1,1,8,1
11276,0,0,0,0,157500,0,1,1,1,1,0,1,0,6,2,2,7,2
11277,0,1,1,0,157500,1,3,1,1,1,0,0,0,18,2,2,7,1
11278,0,0,1,0,315000,4,1,1,1,1,0,0,1,0,2,1,8,1
11279,0,1,1,0,360000,0,4,1,1,1,0,1,0,17,2,1,8,2
11280,0,0,1,2,90000,2,4,0,1,1,1,0,0,3,4,2,6,2
11281,0,1,0,1,108000,0,1,1,1,1,1,0,0,14,3,2,6,2
11282,0,0,1,0,166500,1,4,1,1,1,0,0,0,18,2,2,7,1
11283,1,1,1,0,135000,4,4,1,1,1,0,0,0,8,2,2,7,1
11284,0,0,1,0,103500,1,4,4,1,1,0,0,1,18,1,2,6,1
11285,1,1,0,0,225000,4,4,1,3,1,0,0,1,4,2,2,8,1
11286,1,1,1,1,135000,0,4,1,1,1,0,1,0,8,3,2,7,2
11287,0,0,1,2,270000,4,4,1,1,1,0,0,0,14,4,0,8,1
11288,0,0,1,0,171000,4,4,1,1,1,1,1,0,14,2,1,7,3
11289,0,0,0,2,180000,4,1,1,1,1,0,0,0,6,4,1,8,1
11290,0,0,0,0,54000,1,4,3,1,1,0,0,0,18,1,1,3,1
11291,0,0,1,0,675000,4,4,1,1,1,0,0,1,18,2,2,8,1
11292,0,0,1,3,37800,1,4,1,1,1,0,0,0,18,5,2,1,1
11293,1,1,0,2,378000,0,1,1,1,1,0,0,1,16,4,2,8,1
11294,1,1,1,2,157500,0,4,1,1,1,0,0,0,7,4,2,7,1
11295,0,1,0,1,202500,4,1,1,1,1,0,0,0,14,3,2,8,1
11296,0,1,1,0,661500,0,1,1,1,1,0,0,0,0,2,2,8,1
11297,0,1,1,0,180000,0,1,1,1,1,0,0,0,3,2,2,8,1
11298,0,1,1,0,90000,0,4,1,1,1,0,0,0,11,2,2,6,1
11299,0,1,1,0,225000,4,1,1,1,1,0,1,0,3,2,2,8,2
11300,0,0,1,0,180000,4,1,1,1,1,1,1,0,3,2,2,8,3
11301,1,1,1,0,180000,0,1,0,1,1,0,1,1,3,2,2,8,2
11302,1,1,1,0,225000,2,4,1,1,1,1,1,0,6,2,2,8,3
11303,0,1,0,0,135000,1,4,1,1,1,0,1,1,18,2,2,7,2
11304,1,1,1,1,135000,4,2,1,1,1,0,1,0,8,3,2,7,2
11305,1,1,1,0,247500,4,4,1,1,1,1,0,0,8,2,2,8,2
11306,0,0,1,2,112500,4,4,1,1,1,0,0,0,8,4,2,6,1
11307,0,0,1,0,135000,0,1,1,1,1,0,0,0,14,2,1,7,1
11308,1,1,1,0,292500,0,4,3,5,1,0,1,0,8,2,2,8,2
11309,1,1,1,0,180000,1,4,3,1,1,0,0,0,18,1,2,8,1
11310,0,0,1,1,292500,0,4,0,1,1,0,1,0,12,3,0,8,2
11311,1,1,1,0,202500,4,4,1,1,1,0,0,0,8,2,2,8,1
11312,0,0,1,0,112500,4,4,3,1,1,0,0,0,3,1,2,6,1
11313,0,0,1,0,117000,1,4,1,1,1,0,1,0,18,2,2,6,2
11314,0,0,1,0,112500,1,3,1,1,1,0,0,0,18,2,2,6,1
11315,1,1,1,0,315000,0,1,1,1,1,0,0,0,4,2,2,8,1
11316,1,0,1,1,225000,4,4,0,1,1,1,1,0,4,3,1,8,3
11317,0,0,1,3,126000,0,4,1,1,1,1,0,0,8,5,2,7,2
11318,0,0,1,1,225000,0,1,1,1,1,0,1,0,10,3,2,8,2
11319,0,0,1,0,247500,0,4,4,1,1,0,1,0,11,1,1,8,2
11320,1,0,1,2,112500,4,4,1,1,1,0,0,0,8,4,1,6,1
11321,0,0,1,0,202500,4,4,0,1,1,0,0,0,6,2,2,8,1
11322,0,0,1,0,90000,2,4,4,1,1,0,0,0,11,1,2,6,1
11323,0,1,0,0,270000,4,1,1,1,1,0,1,0,14,2,2,8,2
11324,0,0,1,0,129150,0,4,3,1,1,0,0,0,4,1,2,7,1
11325,0,1,1,1,112500,0,4,1,1,1,0,0,0,0,3,2,6,1
11326,0,0,1,0,112500,1,4,1,1,1,0,0,0,18,2,2,6,1
11327,0,0,1,2,157500,4,4,1,1,1,0,1,0,14,4,2,7,2
11328,1,0,0,0,157500,4,4,1,1,1,0,0,0,16,2,2,7,1
11329,0,0,0,1,76500,4,1,0,1,1,1,0,0,0,3,1,5,2
11330,1,1,1,0,180000,4,1,1,5,1,0,0,0,8,2,2,8,1
11331,1,0,0,1,135000,0,4,1,1,1,1,1,0,8,3,0,7,3
11332,0,0,0,0,135000,1,4,3,1,1,0,0,0,18,1,0,7,1
11333,1,1,1,2,247500,4,4,1,1,1,0,0,0,8,4,2,8,1
11334,1,0,1,0,148500,0,4,1,1,1,0,0,0,18,2,2,7,1
11335,0,1,1,1,315000,2,1,1,1,1,0,0,0,3,3,0,8,1
11336,0,1,1,0,135000,1,4,1,1,1,0,0,0,18,2,2,7,1
11337,0,0,1,2,243000,2,1,1,1,1,0,0,0,3,4,2,8,1
11338,1,1,1,0,135000,1,4,1,1,1,0,0,0,18,2,1,7,1
11339,0,0,0,0,135000,0,1,1,5,1,0,0,1,3,2,2,7,1
11340,0,0,1,0,216000,4,4,1,1,1,1,1,1,6,2,0,8,3
11341,0,1,1,1,157500,0,4,1,1,1,0,0,0,0,3,0,7,1
11342,1,1,0,3,180000,0,4,1,1,1,0,1,0,4,5,2,8,2
11343,0,0,0,0,135000,1,1,1,2,1,0,0,0,18,2,1,7,1
11344,1,1,1,0,225000,4,4,1,1,1,0,0,0,8,2,1,8,1
11345,1,0,0,0,135000,4,4,1,1,1,1,0,0,4,2,1,7,2
11346,0,0,0,0,81000,1,4,4,1,1,0,1,0,18,1,2,5,2
11347,0,0,0,0,292500,4,4,1,1,1,0,1,0,14,2,2,8,2
